    cometNumberAndOrbitType year month day perihelionDistancePD eccentricityE orbitalPeriodAndPerihelionW longitudeL inclinationI epochDate magnitudeMag slopeParameter namePart1 namePart2 namePart3 reference
    PK16S010  2017 03 16.8862  2.398581  0.710705  273.2924  227.5146   94.6465  20190228  12.0  4.0  P/2016 S1 (PANSTARRS)                                    MPC105543
    CK16T010  2017 02  1.3849  2.299625  0.981197  137.3154   56.2477  129.8418  20190228  14.5  4.0  C/2016 T1 (Matheny)                                      MPC105238
    CK16T020  2016 12 28.9559  1.908278  0.980828   92.2800  339.1116   81.3208  20190228  14.5  4.0  C/2016 T2 (Matheny)                                      MPC107685
    CK16T030  2017 09  6.9535  2.650662  0.980924  194.7097  271.7433   22.6769  20190228  10.5  4.0  C/2016 T3 (PANSTARRS)                                    MPC110082
    CK16U010  2017 01 14.0534  0.320107  1.000360  162.8096   61.4123   46.4444  20190228  17.0  4.0  C/2016 U1 (NEOWISE)                                      MPC103847
    CK16V18Z  2017 03  7.2467  0.908539  0.994904   36.3298   98.9270   24.0726  20190228  19.5  4.0  C/2016 VZ18 (PANSTARRS)                                  MPC106345
    PK16W48M  2017 02 25.6831  1.762023  0.785188   36.1419   59.8853  117.5081  20190228  15.0  4.0  P/2016 WM48 (Lemmon)                                     MPC106345
    CK16X010  2019 04 29.8009  7.564256  0.995825  224.5620  256.4265   26.4558  20190228   6.0  4.0  C/2016 X1 (Lemmon)                                       MPC112391
    CK17A010  2017 05 16.9917  2.291797  0.971005    2.0889  121.0408   49.7943  20190228  13.0  4.0  C/2017 A1 (PANSTARRS)                                    MPC108594
    CK17A030  2017 01 30.6699  3.853612  0.911379  304.1000   97.9044   98.5326  20190228   9.5  4.0  C/2017 A3 (Elenin)                                       MPC108594
    CK17A05B  2018 02 17.7655  9.216051  0.998276   78.4005   42.6823   32.4308  20190228   5.5  4.0  C/2017 AB5 (PANSTARRS)                                   MPC111768
    CK17B030  2019 02  2.5109  3.921153  1.002127  284.7512    2.1772   54.1788  20190228   6.0  4.0  C/2017 B3 (LINEAR)                                       MPC112391
    PK17B040  2017 01  5.8178  2.800894  0.364952   11.0197  121.4578   20.0584  0         14.5  4.0  P/2017 B4 (PANSTARRS)                                    MPC103847
    CK17C010  2017 01 18.7114  1.501444  0.927403  110.1722  357.4428   65.7253  20190228  18.0  4.0  C/2017 C1 (NEOWISE)                                      MPC104793
    CK17C020  2017 01 21.6266  2.428872  0.975371  138.7329  249.8262  118.5920  20190228  14.0  4.0  C/2017 C2 (PANSTARRS)                                    MPC107685
    PK17D010  2016 06 28.5398  2.708058  0.438760    8.0294   82.1769   20.7626  20190228  14.0  4.0  P/2017 D1 (Fuls)                                         MPC104793
    CK17D020  2017 07 14.6370  2.486117  0.998719  334.3760  331.0211   31.2584  20190228  11.0  4.0  C/2017 D2 (Barros)                                       MPC112391
    CK17D030  2017 04 26.9334  4.972970  1.001487  340.8090  186.6222  125.5629  20190228   8.0  4.0  C/2017 D3 (ATLAS)                                        MPC111769
    PK17D040  2016 09  8.3044  2.800058  0.630469  212.2424  264.9510   10.5253  20190228  13.0  4.0  P/2017 D4 (PANSTARRS)                                    MPC110495
    CK17D050  2017 01  9.0267  2.166570  0.981103  287.8348   92.7329  131.0572  20190228  16.0  4.0  C/2017 D5 (PANSTARRS)                                    MPC104794
    CK17E010  2017 04 10.2674  0.900193  1.002804  152.5267  142.6765   14.5575  20190228  14.0  4.0  C/2017 E1 (Borisov)                                      MPC106346
    CK17E020  2016 05 11.8645  2.351304  0.891084   89.4075   11.5463   78.9993  20190228  11.5  4.0  C/2017 E2 (Tsuchinshan)                                  MPC109144
    CK17E030  2017 06  8.2697  5.933867  1.008095  334.4838  220.7257   70.6228  20190228   6.5  4.0  C/2017 E3 (PANSTARRS)                                    MPC111769
    CK17E040  2017 04 23.3838  0.492849  1.001500   87.1059  223.1888   88.1684  20190228  17.0  4.0  C/2017 E4 (Lovejoy)                                      MPC105239
    CK17E050  2016 06 10.5855  1.785583  0.995237  306.8063  206.2233  122.6510  20190228  13.0  4.0  C/2017 E5 (Lemmon)                                       MPC105239
    CK17F010  2017 11 30.9156  4.499300  1.004803   64.8173  158.7622  146.4797  20190228  10.5  4.0  C/2017 F1 (Lemmon)                                       MPC111769
    CK17F020  2017 11 27.5523  6.929507  1.005618  135.0086   38.6692   42.5053  20190228   7.5  4.0  C/2017 F2 (PANSTARRS)                                    MPC111769
    PK17G010  2016 05  1.3315  2.521234  0.654951  224.5992  249.6295    4.7763  20190228  13.5  4.0  P/2017 G1 (PANSTARRS)                                    MPC104794
    PK17G020  2017 06 13.1874  2.841997  0.649506  105.7565   79.8052   47.9583  20190228  13.0  4.0  P/2017 G2 (PANSTARRS)                                    MPC108595
    CK17G030  2017 04 15.1263  2.591651  0.991108   73.1344  279.4800  159.0561  20190228  14.0  4.0  C/2017 G3 (PANSTARRS)                                    MPC109144
    CK17K010  2018 03 16.0336  7.286897  1.000445    4.2955  225.6398  154.0045  20190228   7.0  4.0  C/2017 K1 (PANSTARRS)                                    MPC111769
    CK17K020  2022 12 20.5307  1.804482  1.000368  236.0926   88.2663   87.5423  20190228   1.5  4.0  C/2017 K2 (PANSTARRS)                                    MPC112391
    PK17K030  2017 05 31.7722  2.335546  0.581145  253.3414  354.3149    4.2774  20190228  14.5  4.0  P/2017 K3 (Gasparovic)                                   MPC106346
    CK17K040  2018 01  8.1167  2.648284  0.906267   15.1383  298.8859   16.6781  20190228  10.0  4.0  C/2017 K4 (ATLAS)                                        MPC112391
    CK17K050  2020 03 22.6412  7.679971  1.003932  171.7235  102.3779   82.2568  20190228   7.0  4.0  C/2017 K5 (PANSTARRS)                                    MPC110495
    CK17K060  2018 01  3.1191  2.002208  0.998182  303.8179   85.0559   57.2559  20190228  11.0  4.0  C/2017 K6 (Jacques)                                      MPC112391
    CK17M030  2017 04 28.4307  4.658098  0.972740  110.3681    6.9995   77.5046  20190228  10.5  4.0  C/2017 M3 (PANSTARRS)                                    MPC110083
    CK17M040  2019 01 18.1524  3.251725  1.002383  167.6129   65.8673  105.6565  20190228   6.0  4.0  C/2017 M4 (ATLAS)                                        MPC112391
    CK17M050  2018 06  3.2107  5.989752  1.004266   92.6808  216.2643   15.8848  20190228   6.5  4.0  C/2017 M5 (TOTAS)                                        MPC112391
    CK17O010  2017 10 14.7254  1.498370  0.996051   20.8906   25.8039   39.8509  20190228  11.0  4.0  C/2017 O1 (ASASSN)                                       MPC110495
    PK17P010  2018 06 17.2511  5.438947  0.309514  122.1526  221.3940    7.7013  20190228  10.0  4.0  P/2017 P1 (PANSTARRS)                                    MPC106347
    CK17P020  2017 12  6.6195  2.462006  0.998302  132.2585  165.5413   50.0757  20190228  10.0  4.0  C/2017 P2 (PANSTARRS)                                    MPC111769
    PK17R010  2017 04  8.5501  3.326946  0.195277  178.4263  143.6391    2.5731  20190228  13.5  4.0  P/2017 R1 (PANSTARRS)                                    MPC108595
    CK17S020  2017 08 29.2407  3.613553  0.823425  305.9405   62.4272   12.6833  20190228  13.0  4.0  C/2017 S2 (PANSTARRS)                                    MPC108595
    CK17S030  2018 08 15.9696  0.208523  1.000625  255.8038  171.0368   99.0403  20190228  11.0  4.0  C/2017 S3 (PANSTARRS)                                    MPC111770
    PK17S050  2017 07 27.9017  2.177078  0.313306   99.8639  252.3927   11.8505  20190228  14.0  4.0  P/2017 S5 (ATLAS)                                        MPC110083
    CK17S060  2018 02 26.9714  1.543157  1.001485  134.7773  130.9545  152.8508  20190228  12.5  4.0  C/2017 S6 (Catalina)                                     MPC109591
    CK17S070  2017 05 27.1523  7.612883  1.002354  187.7015  262.7954  124.2341  20190228   7.0  4.0  C/2017 S7 (Lemmon)                                       MPC112391
    PK17S080  2018 01 28.6535  1.684003  0.393433  254.5926  191.8046   29.8534  20190228  16.0  4.0  P/2017 S8 (PANSTARRS)                                    MPC109145
    PK17S090  2017 07 23.3164  2.194200  0.304613  237.8085  146.2109   14.1408  20190228  17.0  4.0  P/2017 S9 (PANSTARRS)                                    MPC107050
    CK17T010  2018 02 21.6857  0.580429  0.999980   96.8874  102.3228   96.8412  20190228  14.5  4.0  C/2017 T1 (Heinze)                                       MPC109145
    CK17T020  2020 05  4.9240  1.614745  0.999816   93.0002   64.3780   57.2369  20190228   5.0  4.0  C/2017 T2 (PANSTARRS)                                    MPC112391
    CK17T030  2018 07 19.1757  0.825336  0.999858  246.8788  230.0850   88.0919  20190228  10.0  4.0  C/2017 T3 (ATLAS)                                        MPC111770
    PK17T13W  2018 06 20.9640  2.078789  0.709613  120.1045  322.2751   44.8398  20190228  15.0  2.0  P/2017 TW13 (Lemmon)                                     MPEC_2018-W75
    CK17U020  2017 08 28.1767  6.700675  0.999209  147.7346  149.7172   95.4087  20190228   9.0  4.0  C/2017 U2 (Fuls)                                         MPC109145
    PK17U030  2019 04 21.1797  4.444469  0.099330  297.3867  165.1265   15.9080  20190228  11.0  4.0  P/2017 U3 (PANSTARRS)                                    MPC109146
    CK17U040  2018 09 25.0880  7.724147  1.003870  159.1376  245.9509  158.2266  20190228   7.0  4.0  C/2017 U4 (PANSTARRS)                                    MPC112392
    CK17U050  2017 12 18.7510  4.326178  0.744063  262.1154  163.1000   18.9589  20190228  12.0  4.0  C/2017 U5 (PANSTARRS)                                    MPC109146
    CK17W020  2017 11  1.9499  3.957354  0.711276  169.1615  312.8169   98.1921  20190228  11.0  4.0  C/2017 W2 (Leonard)                                      MPC111770
    PK17W030  2018 02 26.3067  3.838808  0.506709  326.6398  210.7444   18.2951  20190228  10.5  4.0  P/2017 W3 (Gibbs)                                        MPC111770
    CK17X010  2018 06 14.8167  4.663059  0.851446  283.1556  251.1256   31.3113  20190228  10.0  4.0  C/2017 X1 (PANSTARRS)                                    MPC111770
    CK17Y010  2017 08 31.3228  3.717922  0.998468  134.4203  307.5143   55.2474  20190228  11.5  4.0  C/2017 Y1 (PANSTARRS)                                    MPC109146
    CK17Y020  2021 04 23.9966  5.179031  0.673544  146.1504   61.4853  126.0739  20190228   8.0  4.0  C/2017 Y2 (PANSTARRS)                                    MPC109146
    PK17Y030  2018 02 11.2386  1.275623  0.870552   67.5343  153.8718   27.5837  20190228  16.5  4.0  P/2017 Y3 (Leonard)                                      MPC111770
    CK18A010  2017 10 20.3597  2.419286  0.904036   96.3749  336.6207   53.5673  20190228  12.5  4.0  C/2018 A1 (PANSTARRS)                                    MPC111770
    CK18A030  2019 01 12.8564  3.276768  0.993533   86.4255  194.2809  139.5619  20190228   8.5  4.0  C/2018 A3 (ATLAS)                                        MPC112392
    CK18A040  2018 05 18.6879  2.403309  0.805934  356.1027   97.6270    3.1484  20190228  14.0  4.0  C/2018 A4 (PANSTARRS)                                    MPC109592
    PK18A050  2017 09 23.7125  2.694085  0.522617  359.6689   87.8317   23.5776  20190228  15.0  4.0  P/2018 A5 (PANSTARRS)                                    MPC109147
    CK18A060  2019 07 14.2564  3.018012  0.803450  264.5180  340.3846   76.9550  20190228   9.0  4.0  C/2018 A6 (Gibbs)                                        MPC111771
    CK18B010  2018 03 30.3580  5.116519  1.002893   68.3445  133.1748  162.4233  20190228   9.0  4.0  C/2018 B1 (Lemmon)                                       MPC112392
    PK18C010  2018 02 25.9649  2.597040  0.535205  234.4612  270.4237    5.1349  20190228  13.5  4.0  P/2018 C1 (Lemmon-Read)                                  MPC111771
    CK18C020  2018 06  2.1698  1.956237  1.001476  134.1163   91.1389   34.4583  20190228  13.0  4.0  C/2018 C2 (Lemmon)                                       MPC112392
    CK18E010  2018 04 17.3148  2.705478  0.950188  299.4732  146.8391   72.4856  20190228  10.5  4.0  C/2018 E1 (ATLAS)                                        MPC111771
    CK18E020  2017 12 23.7664  3.921795  0.996983  277.4874   67.1940   97.7483  20190228  10.5  4.0  C/2018 E2 (Barros)                                       MPC110496
    CK18E04N  2018 06  7.7711  1.448053  0.921324   35.0145  136.1642   81.5631  20190228  15.0  4.0  C/2018 EN4 (NEOWISE)                                     MPC112392
    CK18E09F  2018 05 23.1308  1.556705  0.997548   72.6212  172.5798   84.6907  20190228  18.0  2.0  C/2018 EF9 (Lemmon)                                      MPC111771
    CK18F010  2018 12 14.0794  2.993142  0.990669   71.6255  177.2862   46.0706  20190228  11.5  4.0  C/2018 F1 (Grauer)                                       MPC111771
    CK18F030  2017 08 15.2313  2.483172  1.000000  293.0113  173.0311  105.5348  0         13.0  4.0  C/2018 F3 (Johnson)                                      MPC110084
    PK18H020  2018 01 23.2695  2.025562  0.539944  120.1319   68.4545    7.3891  20190228  16.6  2.0  P/2018 H2 (PANSTARRS)                                    MPC111771
    CK18K010  2018 04  6.8406  1.878250  0.937163  324.9685  260.0089  164.1957  20190228  14.9  4.0  C/2018 K1 (Weiland)                                      MPC111772
    CK18K03J  2019 09  9.7636  3.627489  0.996763  217.6792   91.5859  136.6800  20190228  12.2  2.0  C/2018 KJ3 (Lemmon)                                      MPC112392
    PK18L010  2018 11 12.5235  1.885682  0.483005   17.8887  268.6268   10.5948  20190228  15.0  4.0  P/2018 L1 (PANSTARRS)                                    MPC111772
    CK18L020  2018 12  2.5770  1.711768  0.992983   56.2276  243.0178   67.4237  20190228  10.0  4.0  C/2018 L2 (ATLAS)                                        MPC112392
    PK18L040  2018 07 31.8564  1.676299  0.660269  140.4429  145.1912   26.6253  20190228  17.5  4.0  P/2018 L4 (PANSTARRS)                                    MPC112392
    PK18L050  2018 05  4.5399  2.303372  0.364699   93.6509  219.1602    2.2091  20190228  14.5  4.0  P/2018 L5 (Leonard)                                      MPC112392
    CK18M010  2018 07 10.0271  1.303438  0.938821   14.1357  339.4598   37.2581  20190228  15.5  4.0  C/2018 M1 (Catalina)                                     MPC112392
    CK18N010  2018 08  1.9758  1.307123  0.996127  354.5581  292.4486  159.4441  20190228  15.5  4.0  C/2018 N1 (NEOWISE)                                      MPC112393
    CK18N020  2019 11 11.0341  3.124836  0.999839   24.4000   25.2610   77.5367  20190228   6.0  4.0  C/2018 N2 (ASASSN)                                       MPC112393
    CK18O010  2018 08 31.5562  1.557968  0.943970  162.4945   87.6220  154.0427  20190228  17.0  4.0  C/2018 O1 (ATLAS)                                        MPC112393
    PK18P030  2018 10  9.4597  1.756425  0.415915  305.8832   59.2099    8.9091  20190228  14.5  4.0  P/2018 P3 (PANSTARRS)                                    MPEC_2018-Y53
    PK18P040  2018 11  7.3144  3.666141  0.449488    8.1110  353.1091   23.1106  20190228  12.0  4.0  P/2018 P4 (PANSTARRS)                                    MPC112393
    CK18P050  2019 02 26.1922  4.575883  0.640883  131.6301  216.2423    7.2568  20190228  11.0  4.0  C/2018 P5 (PANSTARRS)                                    MPC112393
    CK18R030  2019 06  7.2363  1.290708  0.999097  112.8804  324.6260   69.7133  20190228  11.5  4.0  C/2018 R3 (Lemmon)                                       MPC112393
    CK18R040  2018 03  3.6290  1.709590  0.994292  345.1564  298.4579   11.6828  20190228  14.0  4.0  C/2018 R4 (Fuls)                                         MPC112393
    CK18R050  2019 01  9.9908  3.621256  0.841610  178.0139  171.1416  103.7558  20190228  11.5  4.0  C/2018 R5 (Lemmon)                                       MPC112393
    CK18U010  2021 11  1.0021  4.986805  1.003085  180.4236   75.4849  108.3005  20190228   5.0  4.0  C/2018 U1 (Lemmon)                                       MPEC_2018-W42
    CK18V010  2018 12  3.5105  0.386980  1.000000   88.7770  128.7145  143.9939  0         12.0  4.0  C/2018 V1 (Machholz-Fujikawa-Iwamoto)                    MPEC_2018-W46
    CK18V020  2018 11 26.9695  2.474967  0.903557  318.6571  356.7879  159.1104  20190228  14.5  4.0  C/2018 V2 (ATLAS)                                        MPEC_2018-X10
    PK18V02N  2018 06  7.1702  2.113694  0.476415  139.1369  226.3691   18.0101  0         15.0  4.0  P/2018 VN2 (Leonard)                                     MPEC_2018-W18
    AK18V030  2019 09  8.6529  1.341133  0.989708    3.4282  308.6595  164.9771  20190228 990.1  0.0  A/2018 V3 (K192S-359.9)                                  MPEC_2018-X12
    CK18V040  2019 03  1.8475  3.199300  0.986703    0.0502   78.3724   69.0309  20190228  12.5  4.0  C/2018 V4 (Africano)                                     MPEC_2018-X13
    PK18V050  2018 10  3.6616  4.707572  0.474558  260.7910  171.3193   10.5800  20190228  12.5  4.0  P/2018 V5 (Trujillo-Sheppard)                            MPEC_2019-C18
    CK18W010  2019 05 11.8492  1.360152  0.937679  251.2481  233.5899   83.2778  20190228  15.7  2.0  C/2018 W1 (Catalina)                                     MPEC_2018-XD6
    CK18W020  2019 09  6.0376  1.453266  0.998378  158.0867  181.8355  116.6130  20190228   9.5  4.0  C/2018 W2 (Africano)                                     MPEC_2018-Y71
    CK18X020  2019 07  8.5666  2.127184  0.984625  161.9946  340.8508   23.0657  20190228  12.0  4.0  C/2018 X2 (Fitzsimmons)                                  MPEC_2018-Y70
    CK18X030  2018 12 30.7887  2.698865  0.782619  359.8312   78.9249   43.3694  20190228  14.5  4.0  C/2018 X3 (PANSTARRS)                                    MPEC_2018-Y24
    CK18Y010  2019 02  7.0261  1.286948  0.990039  358.0534  147.4827  160.4015  20190228  11.5  4.0  C/2018 Y1 (Iwamoto)                                      MPEC_2019-D01
    PK18Y020  2019 01  2.1648  3.894403  0.479039  162.4391  297.2566   11.6868  20190228  11.5  4.0  P/2018 Y2 (Africano)                                     MPEC_2019-C14
    PK19A010  2018 10 11.0544  2.211722  0.568746  150.8531  312.2996   13.7440  20190228  16.0  4.0  P/2019 A1 (PANSTARRS)                                    MPEC_2019-AA1
    PK19A020  2018 11 21.5762  3.543058  0.381938  324.2509  139.4608   14.8564  20190228  10.5  4.0  P/2019 A2 (ATLAS)                                        MPEC_2019-C13
    PK19A030  2018 08  1.8156  2.313384  0.264982  325.4750   31.3337   15.3663  20190228   9.0  4.0  P/2019 A3 (PANSTARRS)                                    MPEC_2019-AG6
    PK19A040  2018 12  4.9673  2.376997  0.090076  341.7345  119.3128   13.2881  20190228  15.0  4.0  P/2019 A4 (PANSTARRS)                                    MPEC_2019-C12
    CK19A050  2017 10 13.9767  4.537253  1.000000  287.0819  149.9686   55.7700  0         10.0  4.0  C/2019 A5 (PANSTARRS)                                    MPEC_2019-B45
    PK19A060  2018 08 29.3074  1.938060  0.639275  156.2925  280.2657   33.2220  20190228  16.0  4.0  P/2019 A6 (Lemmon-PANSTARRS)                             MPEC_2019-B46
    PK19A070  2018 01  7.8803  2.675502  0.160722  119.4991  280.5224   17.7736  20190228  13.5  4.0  P/2019 A7 (PANSTARRS)                                    MPEC_2019-B66
    PK19A080  2018 08 26.9004  1.853881  0.412120   18.7263  127.5222    2.9639  20190228  16.0  4.0  P/2019 A8 (PANSTARRS)                                    MPEC_2019-C20
    CK19A090  2019 07 26.5206  1.426422  0.963329  237.7991  278.3677   84.3419  20190228  15.0  4.0  C/2019 A9 (PANSTARRS)                                    MPEC_2019-C53
    CK19B010  2019 03 19.9751  1.596965  0.987677  174.9210  290.4457  123.3525  20190228  16.0  4.0  C/2019 B1 (Africano)                                     MPEC_2019-C11
    PK19B020  2019 06  8.5891  2.415052  0.373388  358.9195  176.4391   16.8368  20190228  14.5  4.0  P/2019 B2 (Groeller)                                     MPEC_2019-C21
    CK19B030  2021 01 18.9430  6.827795  1.002640  263.8133  358.4042   66.5234  20190228   5.5  4.0  C/2019 B3 (PANSTARRS)                                    MPEC_2019-D41
